mean_hamming,variance_hamming,mean_euclidean,variance_euclidean
0.506,0.249965,0.506, 0.249965
1.013,0.506837,0.860693, 0.272205
1.495,0.73797,1.12523, 0.228841
2.036,1.01671,1.35252, 0.206667
2.492,1.40193,1.50703, 0.22086
3.046,1.71988,1.68621, 0.202677
3.579,2.18976,1.83531, 0.210651
4.083,2.3741,1.97563, 0.179887
4.569,2.73324,2.09658, 0.173346
5.163,2.86243,2.23815, 0.153645
5.697,3.18719,2.35397, 0.155815
6.116,3.59654,2.44067, 0.159075
6.591,4.13572,2.53356, 0.172019
7.127,4.73087,2.63509, 0.183268
7.63,4.82512,2.73095, 0.171879
8.071,4.90796,2.812, 0.163643
8.615,5.45078,2.9063, 0.168388
9.045,5.49497,2.98081, 0.159778
9.57,5.7771,3.06761, 0.159738
10.115,6.10175,3.15517, 0.159939
10.617,6.39231,3.23427, 0.156488
11.027,6.59826,3.29728, 0.154972
11.511,7.09193,3.36899, 0.160959
12.205,7.26296,3.4714, 0.154372
12.689,6.99828,3.54216, 0.142129
13.118,7.47011,3.60164, 0.146177
13.626,7.79013,3.67135, 0.147188
14.063,8.427,3.72949, 0.153927
14.737,8.49783,3.81948, 0.148636
15.174,8.77772,3.87627, 0.148589
15.516,9.18575,3.91961, 0.152697
16.054,9.73308,3.98714, 0.156699
16.661,9.89407,4.06298, 0.153234
17.082,10.2173,4.11456, 0.152367
17.476,10.9954,4.16113, 0.16097
17.898,11.7156,4.21058, 0.169029
18.475,11.3674,4.27963, 0.159774
18.936,11.7439,4.33309, 0.160363
19.311,12.4463,4.37541, 0.166772
19.603,12.2794,4.40912, 0.162643
20.116,12.4026,4.46729, 0.159342
20.461,12.7525,4.50559, 0.160612
21.068,12.8454,4.57287, 0.156848
21.641,12.4721,4.63609, 0.147691
22.035,12.6298,4.67855, 0.14623
22.475,13.7974,4.7242, 0.156898
22.817,13.8495,4.7605, 0.154653
23.385,13.8108,4.82022, 0.150505
23.996,13.842,4.88349, 0.147548
24.416,14.2708,4.92602, 0.150383
24.755,14.811,4.95989, 0.154505
25.49,15.3939,5.03338, 0.155112
26.045,15.169,5.0888, 0.149198
26.727,15.0625,5.15579, 0.144989
27.086,15.6726,5.19013, 0.148634
27.702,16.9012,5.24834, 0.156985
28.114,17.847,5.28684, 0.163448
28.509,18.2499,5.32387, 0.165478
28.771,17.5266,5.34917, 0.157467
29.35,16.5555,5.40414, 0.145376
29.706,16.0276,5.43755, 0.139152
30.229,14.9167,5.48662, 0.126123
30.699,15.3024,5.52913, 0.127882
31.241,15.9669,5.57748, 0.132818
31.817,15.8655,5.62913, 0.130093
32.42,15.7996,5.68281, 0.125699
32.932,15.4974,5.72807, 0.121227
33.397,15.9254,5.76837, 0.123025
33.866,16.8921,5.80837, 0.128787
34.273,17.6205,5.84299, 0.132485
34.893,18.6776,5.89544, 0.136857
35.536,18.4107,5.95005, 0.133047
36.103,19.2484,5.99716, 0.137272
36.812,20.1566,6.0557, 0.140725
37.39,20.7319,6.10308, 0.142602
38.004,20.782,6.15341, 0.13975
38.423,20.4641,6.18763, 0.136516
38.99,21.7759,6.23275, 0.143099
39.364,22.8135,6.26233, 0.14754
39.429,21.9929,6.26796, 0.141954
39.915,22.2799,6.30659, 0.14211
40.349,23.0791,6.34062, 0.14569
40.959,21.0275,6.38974, 0.130337
41.477,21.5115,6.43, 0.132255
42.122,20.8871,6.48043, 0.126056
42.715,21.9498,6.52569, 0.130559
43.298,21.8632,6.57039, 0.128006
43.954,21.9739,6.62017, 0.127483
44.584,22.5431,6.6675, 0.128637
45.255,22.204,6.71795, 0.124371
45.653,22.4966,6.74745, 0.125057
46.193,22.9357,6.78728, 0.12598
46.684,22.4542,6.82363, 0.122129
47.313,23.503,6.86929, 0.126013
47.586,22.8407,6.88943, 0.121863
47.887,24.4143,6.91067, 0.129724
48.362,25.827,6.94449, 0.136225
48.565,24.9498,6.95947, 0.130832
49.179,28.471,7.00223, 0.147858
49.977,28.7965,7.05904, 0.147092
50.473,29.3272,7.09402, 0.148053
50.887,28.9502,7.12336, 0.144841
51.284,30.0093,7.15089, 0.148847
51.655,29.7781,7.17695, 0.146575
52.204,29.6064,7.21524, 0.144437
52.804,30.5115,7.25651, 0.146973
53.307,29.5048,7.29152, 0.140708
53.776,28.9318,7.32393, 0.136197
54.507,29.248,7.3737, 0.135667
55.06,29.8124,7.411, 0.137046
55.434,30.4757,7.43604, 0.139302
56.003,30.813,7.47423, 0.13894
56.224,31.5778,7.48878, 0.142104
56.507,33.3359,7.5072, 0.149016
56.607,34.2966,7.51362, 0.15259
57.267,33.1617,7.55784, 0.14617
57.586,33.3546,7.57892, 0.146052
58.321,33.886,7.62722, 0.146647
58.627,32.0618,7.64789, 0.136867
58.932,28.1694,7.66893, 0.119514
59.537,27.1866,7.70862, 0.114149
59.658,28.287,7.71622, 0.118008
59.987,29.8228,7.73713, 0.123876
60.766,30.3473,7.78725, 0.124664
61.122,28.9191,7.81047, 0.118592
61.786,29.7702,7.85273, 0.120599
62.288,30.373,7.88454, 0.122108
62.705,30.418,7.91098, 0.121545
63.552,31.9993,7.96402, 0.126461
63.871,33.1223,7.98381, 0.129803
64.051,34.0464,7.99489, 0.132798
64.286,33.7382,8.0097, 0.130628
64.633,32.5624,8.03164, 0.125777
65.087,31.6414,8.0601, 0.12181
65.72,32.4316,8.09917, 0.123396
66.183,30.2595,8.12827, 0.114251
66.784,32.1334,8.16478, 0.120407
67.066,30.6056,8.18242, 0.114192
67.569,31.2212,8.21302, 0.115336
68.291,31.7741,8.2568, 0.116373
68.653,32.3446,8.27862, 0.117696
69.242,32.7174,8.31409, 0.118022
69.855,33.084,8.35083, 0.118718
70.291,33.2821,8.37691, 0.11848
70.785,32.6548,8.40654, 0.115237
71.417,34.4511,8.44372, 0.120662
71.828,34.9005,8.468, 0.120961
72.519,36.8996,8.50835, 0.126924
73.205,38.191,8.54836, 0.130561
74.01,40.348,8.59497, 0.136531
74.42,38.7716,8.61915, 0.130332
74.804,37.5116,8.64169, 0.125351
75.232,35.6982,8.6668, 0.118472
75.762,33.9614,8.69768, 0.112226
76.287,34.6447,8.72775, 0.113341
77.016,35.8837,8.76925, 0.116231
77.381,35.2998,8.79016, 0.114026
78.024,37.0994,8.82636, 0.119216
78.58,36.8676,8.85788, 0.117821
79.196,37.0536,8.89262, 0.117237
79.987,37.2208,8.93701, 0.116706
80.677,38.6427,8.97534, 0.120083
81.234,36.9612,9.00664, 0.114308
81.56,39.5504,9.02432, 0.121338
82.101,40.1368,9.05419, 0.122386
82.525,40.0094,9.07762, 0.121504
82.899,40.5027,9.09815, 0.122381
83.395,38.657,9.12573, 0.115885
84.17,39.809,9.16794, 0.118351
84.879,39.8024,9.20659, 0.117306
85.429,40.377,9.23637, 0.117893
86.09,42.0859,9.27188, 0.121799
86.42,38.3275,9.2903, 0.109893
86.562,38.0162,9.298, 0.10878
87.069,39.9163,9.32496, 0.113715
87.371,39.4993,9.34124, 0.111856
87.896,40.7273,9.36916, 0.114412
88.463,41.2586,9.39934, 0.115055
88.781,37.0291,9.41687, 0.103058
89.332,38.4736,9.44589, 0.106732
89.674,40.6396,9.46367, 0.112501
90.312,40.3986,9.49739, 0.111258
90.681,42.2032,9.51658, 0.115506
90.809,40.8305,9.52351, 0.111546
91.252,39.2524,9.54698, 0.106804
91.967,43.0379,9.58384, 0.11665
92.331,46.0774,9.60243, 0.124338
93.208,47.8968,9.64776, 0.128368
93.733,51.0697,9.67453, 0.136015
94.484,48.9458,9.71361, 0.12935
94.849,48.4382,9.73248, 0.127439
95.314,50.1774,9.75613, 0.131515
95.314,49.5714,9.75622, 0.12978
95.692,49.7672,9.77559, 0.129512
95.79,49.1619,9.78069, 0.127637
96.455,51.074,9.81441, 0.132013
96.639,49.3327,9.82404, 0.127035
