mean_hamming,variance_hamming,mean_euclidean,variance_euclidean
0.663,0.223433,0.663, 0.223433
1.386,0.429001,1.10364, 0.167954
2.079,0.638762,1.39834, 0.123632
2.779,0.846154,1.63571, 0.103451
3.466,1.08285,1.83688, 0.0918568
4.214,1.3242,2.0309, 0.089444
4.933,1.51052,2.20175, 0.0852918
5.664,1.74312,2.36212, 0.0843582
6.416,1.96294,2.51674, 0.0819701
7.068,2.07539,2.64395, 0.0774686
7.756,2.14846,2.77189, 0.0725636
8.39,2.48989,2.88313, 0.0775264
9.204,2.45039,3.02246, 0.068707
9.909,2.76872,3.13632, 0.0725356
10.716,3.02135,3.26231, 0.0733344
11.407,3.32134,3.36621, 0.0756478
12.263,3.32584,3.49184, 0.0700731
12.935,3.86878,3.58569, 0.0778534
13.769,4.35564,3.69963, 0.0817929
14.381,4.67184,3.78109, 0.0843689
15.092,4.87354,3.87415, 0.0830024
15.771,4.94055,3.96117, 0.0801429
16.431,5.03524,4.04393, 0.0775949
17.09,5.2999,4.12441, 0.0792731
17.947,5.70421,4.2268, 0.0810813
18.559,6.06653,4.29823, 0.0841905
19.24,6.37441,4.3766, 0.0853786
20.038,6.51256,4.46705, 0.083461
20.652,6.44089,4.53562, 0.0801372
21.114,6.62103,4.58622, 0.080531
21.723,7.46427,4.65134, 0.0880462
22.445,7.16697,4.72895, 0.0820072
23.047,7.8028,4.79165, 0.0871264
23.806,7.61436,4.87072, 0.0821637
24.296,8.79438,4.91963, 0.0932257
24.872,8.60962,4.97824, 0.089171
25.622,8.61911,5.05327, 0.0865228
26.229,8.29449,5.11355, 0.0807348
26.997,7.81298,5.18874, 0.0741455
27.648,8.43611,5.25073, 0.0779773
28.329,8.56076,5.31529, 0.0768216
29.026,9.34531,5.38002, 0.081399
29.807,9.01974,5.45256, 0.0767413
30.597,8.5146,5.52508, 0.0706722
31.324,8.52902,5.59062, 0.0690408
31.862,9.227,5.63812, 0.0736975
32.712,8.77106,5.71351, 0.0678138
33.529,8.59516,5.78482, 0.0648181
34.269,8.34664,5.84872, 0.0615351
34.97,7.8771,5.90873, 0.057029
35.611,8.14169,5.96262, 0.0582112
36.282,8.2685,6.01867, 0.0575785
37.099,8.63123,6.08605, 0.0590866
37.809,10.0965,6.14334, 0.0685402
38.437,10.0261,6.1944, 0.066636
38.989,9.75685,6.239, 0.0641009
39.724,10.2459,6.29747, 0.0661891
40.534,10.5548,6.36141, 0.0668067
41.243,9.42195,6.41752, 0.0587701
41.797,9.71376,6.46044, 0.0601644
42.639,9.56067,6.52547, 0.0577593
43.263,10.2658,6.5729, 0.0602689
43.91,10.8059,6.62173, 0.0628247
44.665,11.1808,6.67843, 0.0637597
45.332,11.4658,6.72813, 0.0642675
46.086,11.8486,6.78389, 0.0648981
46.75,12.3995,6.8325, 0.0668557
47.533,12.4209,6.88964, 0.0658814
48.301,12.0204,6.94537, 0.0628817
48.896,12.8471,6.98782, 0.0664774
49.66,12.9704,7.04231, 0.0660066
50.453,12.9038,7.09851, 0.0643907
51.227,11.8655,7.15326, 0.0580624
51.803,12.0662,7.19339, 0.0582691
52.327,12.9781,7.22945, 0.0622016
53.191,13.7485,7.28879, 0.0647509
53.928,14.8908,7.33885, 0.0693764
54.454,16.1899,7.37425, 0.074462
55.057,16.9738,7.41484, 0.0772228
55.548,16.5817,7.44807, 0.0744069
55.962,17.5985,7.47555, 0.0782797
56.549,17.4056,7.51482, 0.0763476
57.243,18.0919,7.56074, 0.0783213
58.1,18.136,7.61725, 0.0775187
58.678,17.6843,7.65528, 0.0747259
59.371,17.7214,7.70044, 0.0742216
59.946,17.9211,7.73768, 0.0742689
60.523,18.1354,7.77486, 0.0744421
61.203,17.4098,7.81872, 0.0703999
61.925,18.0634,7.86465, 0.0722691
62.626,18.8342,7.90895, 0.0745242
63.501,19.302,7.96402, 0.0754302
64.125,18.8694,8.00325, 0.0730056
64.928,19.0968,8.05327, 0.0728784
65.746,19.5455,8.10385, 0.0736906
66.34,19.7084,8.14043, 0.0735422
67.173,21.0871,8.19117, 0.0777648
67.844,22.7596,8.23172, 0.0829399
68.517,22.9137,8.27251, 0.082759
69.2,23.922,8.31351, 0.0856676
69.922,24.1778,8.35682, 0.0857938
70.813,23.86,8.41009, 0.0835914
71.337,22.6454,8.44147, 0.0788696
71.993,19.9549,8.48082, 0.0688486
72.756,19.2284,8.52587, 0.0657421
73.334,19.6803,8.55963, 0.06688
74.069,18.1223,8.6028, 0.0608305
74.945,18.782,8.65348, 0.0623161
75.567,19.4455,8.68924, 0.064042
76.278,18.4827,8.73026, 0.060397
76.923,19.475,8.76696, 0.0631257
77.753,19.58,8.8142, 0.0626861
78.448,19.2634,8.85363, 0.0611418
79.019,19.7926,8.88574, 0.0623585
79.813,19.3801,8.93042, 0.0603676
80.414,19.9727,8.96393, 0.0617308
81.389,19.7536,9.01823, 0.060277
82.265,19.6768,9.06671, 0.05949
82.7,18.842,9.09082, 0.0566754
83.441,18.7725,9.13152, 0.0558819
84.121,19.2003,9.16864, 0.0565542
84.707,18.7812,9.20063, 0.0549806
85.574,18.4305,9.24772, 0.0534339
86.286,18.2882,9.28617, 0.0526626
86.86,18.4824,9.31701, 0.052866
87.51,18.7039,9.35182, 0.053093
88.263,18.8538,9.39198, 0.0532471
89.018,18.4797,9.43217, 0.051761
89.918,18.4953,9.47978, 0.0513618
90.352,19.4921,9.5025, 0.0540189
90.889,19.0247,9.53081, 0.0522504
91.641,19.3201,9.57016, 0.0525879
92.329,18.9887,9.6061, 0.0514229
93.32,17.3776,9.65779, 0.0465783
93.919,16.1004,9.68894, 0.0428685
94.657,15.7953,9.72701, 0.041783
95.355,17.033,9.76267, 0.0447928
95.999,16.963,9.79562, 0.0443383
96.495,16.664,9.82095, 0.0433184
