mean_hamming,variance_hamming,mean_euclidean,variance_euclidean
0.906,0.0851634,0.906, 0.0851634
1.758,0.229436,1.30049, 0.0666972
2.661,0.306078,1.61839, 0.0417978
3.542,0.430239,1.87192, 0.0378982
4.459,0.512324,2.10386, 0.0327781
5.347,0.636594,2.30516, 0.0331922
6.221,0.778153,2.48729, 0.0343492
7.061,0.969279,2.6502, 0.0373319
7.911,1.12708,2.80579, 0.038454
8.805,1.34497,2.96036, 0.0412726
9.706,1.43556,3.10903, 0.0399952
10.573,1.53268,3.24574, 0.0382432
11.409,1.6017,3.37228, 0.0367699
12.267,1.63371,3.49751, 0.034491
13.092,1.83154,3.6133, 0.036088
14.047,1.84678,3.7434, 0.0340207
14.951,1.8846,3.86247, 0.0323216
15.804,2.05758,3.97123, 0.033348
16.572,2.25281,4.06658, 0.034913
17.437,2.48802,4.17137, 0.0366772
18.313,2.67102,4.27496, 0.0377029
19.091,3.00872,4.36464, 0.0408684
19.913,3.31143,4.45756, 0.0430552
20.825,3.55037,4.55861, 0.0440488
21.645,3.62697,4.64777, 0.0432275
22.405,4.06098,4.72846, 0.0466483
23.202,4.1872,4.81205, 0.0461593
23.956,4.72806,4.88929, 0.0509117
24.842,4.64304,4.97935, 0.0481223
25.738,4.91736,5.0684, 0.049367
26.401,5.03222,5.13345, 0.0487859
27.421,5.26775,5.23184, 0.048965
28.22,5.6836,5.30743, 0.0513056
29.072,5.98684,5.38701, 0.05223
29.919,6.22844,5.46502, 0.0526478
30.703,6.28078,5.53636, 0.0518666
31.384,6.41454,5.59753, 0.0517327
32.157,6.26033,5.66639, 0.0490678
32.935,6.32277,5.73469, 0.0483973
33.839,6.14308,5.81321, 0.0456893
34.544,6.17407,5.8736, 0.0448615
35.501,6.11,5.95464, 0.0433032
36.275,6.31737,6.01924, 0.0438128
37.138,6.53101,6.09047, 0.044287
37.844,6.3957,6.1483, 0.042602
38.666,6.88244,6.21459, 0.0450718
39.518,6.76368,6.2829, 0.0433843
40.216,7.48935,6.33789, 0.0474773
40.898,7.37961,6.39159, 0.046003
41.572,7.7648,6.44398, 0.0475129
42.386,8.60899,6.5065, 0.0517411
43.165,8.18577,6.56638, 0.0478317
44.125,7.80337,6.63935, 0.0442579
44.89,8.6959,6.69639, 0.0485992
45.723,8.65428,6.75838, 0.0474019
46.543,8.13414,6.81904, 0.0436798
47.261,8.9989,6.87119, 0.0476742
47.871,9.19435,6.91539, 0.04828
48.799,8.74459,6.98241, 0.0450076
49.603,9.02739,7.03971, 0.0457504
50.662,8.78777,7.11467, 0.0436538
51.469,9.47103,7.17098, 0.0464324
52.307,10.3208,7.22893, 0.0497656
52.985,10.3048,7.27572, 0.0490496
53.706,10.2016,7.32518, 0.0478405
54.413,10.6404,7.37318, 0.0493317
55.351,10.8458,7.4365, 0.0495731
56.226,11.1429,7.49505, 0.0502126
56.89,12.0399,7.53899, 0.0535452
57.78,12.1776,7.5978, 0.0533974
58.63,11.9411,7.65365, 0.0516583
59.344,11.8817,7.7002, 0.0506875
59.951,12.3466,7.73944, 0.0520462
60.752,12.6565,7.79096, 0.0527269
61.618,12.3941,7.84646, 0.0508518
62.266,12.5053,7.88766, 0.0507572
63.213,11.6296,7.94773, 0.0465659
64.194,11.3644,8.00933, 0.0447962
65.039,11.8055,8.06184, 0.0458546
65.813,12.0101,8.10969, 0.0460666
66.611,11.6537,8.15886, 0.0441705
67.454,12.1379,8.21029, 0.0454377
68.301,12.0224,8.26178, 0.0444447
69.204,12.9604,8.31608, 0.0472819
70.007,13.3189,8.36417, 0.0479817
70.761,12.9379,8.40922, 0.0462289
71.643,14.0976,8.46129, 0.0497987
72.48,13.3896,8.51078, 0.0466854
73.466,12.5968,8.56871, 0.0433744
74.403,13.5146,8.62306, 0.0458321
75.11,14.0259,8.66388, 0.0470836
75.882,13.4801,8.70845, 0.0448371
76.668,12.9078,8.75359, 0.0425993
77.499,13.584,8.80082, 0.0444015
78.329,12.9307,8.848, 0.0417053
79.196,12.7816,8.8969, 0.0408091
79.954,13.4099,8.9393, 0.0425539
80.679,13.752,8.97972, 0.0431992
81.506,13.6679,9.02569, 0.0424535
82.402,13.5424,9.07525, 0.0415915
83.051,14.9984,9.11069, 0.0458442
83.552,15.6934,9.13805, 0.047522
84.398,14.2796,9.18447, 0.0429355
85.342,14.2731,9.23577, 0.042321
86.011,13.8189,9.27199, 0.0406672
86.725,15.0094,9.31026, 0.0438561
87.341,15.7307,9.34319, 0.0457971
87.924,15.6902,9.37436, 0.0453027
88.753,15.622,9.4185, 0.0447258
89.497,16.442,9.45781, 0.0466427
90.371,16.9034,9.50386, 0.0473714
91.119,17.6889,9.54304, 0.0490119
91.977,17.6265,9.58793, 0.0482038
92.803,17.8322,9.63091, 0.0481897
