mean_hamming,variance_hamming,mean_euclidean,variance_euclidean
0.584,0.242941,0.584, 0.242941
1.172,0.476413,0.973414, 0.224457
1.76,0.694399,1.26419, 0.16182
2.354,0.964677,1.48777, 0.14053
2.929,1.19996,1.67157, 0.134849
3.576,1.48023,1.85691, 0.127886
4.182,1.66087,2.01772, 0.110817
4.85,1.8615,2.17819, 0.105485
5.442,2.04863,2.31127, 0.10001
6.03,2.44709,2.43322, 0.109423
6.623,2.47488,2.55405, 0.0998
7.183,2.87351,2.66, 0.107334
7.736,3.2423,2.76127, 0.111372
8.292,3.79271,2.85833, 0.121923
8.914,4.10061,2.96512, 0.122054
9.491,4.41391,3.06068, 0.123256
10.032,4.82096,3.14733, 0.126301
10.75,5.2195,3.25938, 0.126501
11.376,5.51462,3.35395, 0.127096
11.959,5.95332,3.43936, 0.129841
12.563,6.226,3.52632, 0.128128
13.116,6.05055,3.60516, 0.11886
13.748,6.65448,3.69081, 0.125946
14.358,6.89782,3.77289, 0.123299
15.007,6.41094,3.85974, 0.109409
15.55,6.24351,3.93037, 0.102222
16.221,6.78216,4.01431, 0.106311
16.808,6.95712,4.08686, 0.105572
17.327,6.83607,4.15045, 0.100738
17.881,7.19684,4.21654, 0.101792
18.403,7.4226,4.2779, 0.102573
18.947,7.58021,4.3411, 0.101829
19.512,8.03785,4.40527, 0.105578
20.148,8.49208,4.47663, 0.107801
20.653,8.1586,4.53347, 0.100655
21.318,8.50689,4.60604, 0.10235
21.934,8.43566,4.67282, 0.0987754
22.514,8.27979,4.73503, 0.0935092
23.178,8.25233,4.80487, 0.0912304
23.738,8.47336,4.86278, 0.0913738
24.413,8.32043,4.93218, 0.0866232
25.065,8.44477,4.9979, 0.0860288
25.831,8.64842,5.07404, 0.0851818
26.293,8.75716,5.11942, 0.0846428
26.783,9.1699,5.16682, 0.0870409
27.307,9.81075,5.21689, 0.0911805
27.803,10.1502,5.26409, 0.0925054
28.109,10.1011,5.29325, 0.0906237
28.736,10.2483,5.3522, 0.0899836
29.259,10.2199,5.40104, 0.087955
29.991,9.78094,5.46892, 0.0820605
30.571,10.0709,5.5216, 0.083014
31.137,10.4582,5.57249, 0.084503
31.714,9.5962,5.62474, 0.0764343
32.322,9.77631,5.67854, 0.0761922
32.998,10.042,5.73774, 0.0764018
33.389,10.1397,5.77175, 0.0760282
34.047,10.3628,5.82844, 0.0762662
34.441,10.0205,5.86244, 0.0728694
35.082,9.67932,5.91717, 0.0691719
35.794,9.84156,5.97706, 0.0689075
36.348,9.97289,6.02323, 0.0687988
37.042,11.1543,6.08001, 0.0755173
37.436,11.2259,6.11237, 0.0751139
38.108,11.3344,6.16713, 0.0747584
38.557,11.7247,6.20327, 0.0766136
39.183,12.1955,6.25335, 0.0788213
39.786,12.6402,6.30127, 0.0803042
40.228,12.822,6.33621, 0.0807624
40.872,12.7336,6.38696, 0.0790398
41.387,14.0792,6.42659, 0.086136
41.699,14.7664,6.45058, 0.0892857
42.279,15.0032,6.49536, 0.089485
42.776,14.9538,6.53364, 0.0877129
43.298,15.6412,6.57329, 0.0899987
43.815,14.7948,6.61295, 0.0840773
44.498,15.706,6.66411, 0.0878285
45.038,14.9245,6.70489, 0.0826023
45.438,15.1781,6.73462, 0.0830184
46.073,15.4056,6.78156, 0.0835522
46.914,15.1946,6.84348, 0.0809282
47.409,14.2117,6.87997, 0.0751729
47.755,13.2869,6.90545, 0.0698783
48.433,12.9715,6.95455, 0.0673781
49.156,12.7556,7.0065, 0.065053
49.811,13.2053,7.05298, 0.0665343
50.197,14.6542,7.0798, 0.0735677
50.854,14.8728,7.12603, 0.073761
51.441,15.2625,7.16703, 0.0748059
52.211,15.5464,7.22054, 0.0748636
52.876,15.5367,7.2665, 0.0740203
53.462,16.2605,7.30652, 0.0767571
53.865,16.1908,7.33411, 0.0757697
54.453,16.0878,7.3742, 0.0743839
55.1,15.828,7.41807, 0.0722671
55.697,16.8892,7.45792, 0.0763471
56.368,16.7086,7.50289, 0.0745641
56.907,17.3483,7.53858, 0.0768075
57.586,17.5687,7.58348, 0.0767386
58.268,17.3802,7.62842, 0.0751257
59.012,17.7078,7.67699, 0.0756215
59.621,18.0274,7.71652, 0.0762258
60.061,17.4333,7.74517, 0.0733712
60.817,18.2815,7.79365, 0.0760661
61.452,18.4577,7.83427, 0.0761679
62.089,17.8071,7.87503, 0.072793
62.397,18.6494,7.89437, 0.0758272
62.93,18.6491,7.9281, 0.0752596
63.534,18.2168,7.96625, 0.0727958
64.027,18.6502,7.99707, 0.0739626
64.828,18.0725,8.04719, 0.0708061
65.545,18.8,8.09151, 0.0726014
66.112,18.6634,8.12654, 0.0715684
66.714,18.5222,8.16357, 0.0704685
67.265,19.3768,8.19709, 0.0730155
67.81,19.7139,8.23022, 0.0736835
68.698,19.2127,8.28414, 0.0710678
69.351,21.0158,8.3231, 0.0771544
70.117,20.8093,8.36908, 0.075592
70.556,21.2929,8.3952, 0.0766807
71.284,21.0073,8.43854, 0.0750728
71.827,21.4871,8.47059, 0.0760835
72.245,22.7029,8.495, 0.0801033
73.019,21.0326,8.54081, 0.0735102
74.003,20.981,8.59828, 0.0724151
74.663,21.4154,8.63653, 0.0732866
75.263,21.5778,8.67119, 0.0733371
75.965,22.4418,8.71146, 0.0755647
76.579,22.8697,8.74657, 0.076383
77.019,22.8766,8.77172, 0.0757364
77.76,24.0764,8.81367, 0.0790643
78.268,24.6621,8.84235, 0.0806008
79.036,25.3687,8.88557, 0.0822596
79.439,26.4903,8.90804, 0.0855443
79.882,26.1841,8.93296, 0.0839674
80.367,27.1123,8.95993, 0.0865164
81.071,26.31,8.99931, 0.083125
81.704,27.2664,9.03428, 0.0856394
81.939,31.1873,9.04658, 0.0979989
82.472,30.8312,9.07607, 0.0966043
83.119,31.1009,9.11163, 0.0968433
83.147,33.3354,9.11281, 0.103305
83.935,34.4988,9.1558, 0.106003
84.499,34.414,9.18662, 0.104854
85.163,31.5704,9.2232, 0.095294
85.562,33.0542,9.2446, 0.0991826
86.017,33.1407,9.26919, 0.098857
86.644,32.4893,9.3031, 0.0960593
87.161,31.6451,9.33103, 0.0927603
87.856,32.5173,9.36808, 0.0946995
88.342,32.115,9.39408, 0.0928748
89.234,32.4832,9.44141, 0.0931856
89.996,32.004,9.48179, 0.0912941
90.435,33.7458,9.50467, 0.0956709
91.115,29.9938,9.541, 0.0840373
91.485,31.1938,9.56023, 0.0864919
92.119,32.2869,9.59322, 0.0886714
92.638,33.013,9.62015, 0.0902565
93.243,35.108,9.65127, 0.0954544
93.125,36.9014,9.64492, 0.100165
93.692,35.4931,9.6745, 0.0956491
94.124,33.9347,9.69704, 0.091028
94.774,36.3249,9.7302, 0.0967532
95.562,38.0642,9.77041, 0.100755
96.155,37.6729,9.80081, 0.0988252
96.522,42.2015,9.81892, 0.110464
96.979,42.9206,9.8421, 0.111845
97.605,44.7269,9.87363, 0.116087
98.025,44.4725,9.89496, 0.114589
98.751,45.813,9.93144, 0.117353
99.161,45.0551,9.95218, 0.114735
99.898,45.5016,9.98912, 0.115072
100.561,45.2002,10.0223, 0.113622
101.042,46.5161,10.0462, 0.116606
101.617,44.7143,10.075, 0.111499
101.78,46.3816,10.0829, 0.115341
102.676,43.4011,10.1276, 0.106903
102.801,46.2114,10.1335, 0.11354
103.631,45.3908,10.1745, 0.11075
104.339,43.0081,10.2096, 0.104064
104.946,40.8751,10.2395, 0.0981898
105.465,39.9468,10.265, 0.095349
105.785,39.1788,10.2807, 0.0931518
106.38,40.3296,10.3095, 0.0954388
106.793,41.5902,10.3293, 0.098134
107.099,40.9232,10.3442, 0.0961172
107.41,41.7779,10.3592, 0.0974307
108.136,43.8835,10.394, 0.101574
108.608,44.2443,10.4166, 0.10187
108.918,43.3675,10.4316, 0.0992374
109.416,41.4389,10.4557, 0.094237
109.784,39.5574,10.4735, 0.0895056
110.364,39.2895,10.5012, 0.0885421
110.781,37.6771,10.5213, 0.0845678
111.65,41.1216,10.5622, 0.0915004
112.11,41.6779,10.5839, 0.0923324
112.637,43.8312,10.6085, 0.0967694
113.111,45.0126,10.6307, 0.098867
113.4,43.2721,10.6445, 0.0947014
113.813,41.754,10.6641, 0.0908584
114.425,42.8323,10.6926, 0.0927871
114.876,42.8767,10.7137, 0.0925751
115.451,43.9796,10.7404, 0.094601
115.608,43.4743,10.7478, 0.093144
116.417,42.8051,10.7855, 0.0912243
116.703,41.5188,10.7988, 0.0881725
117.445,39.8969,10.8333, 0.0844135
118.143,39.4745,10.8655, 0.0831762
118.79,39.664,10.8953, 0.0830909
119.164,39.7011,10.9124, 0.0828742
119.758,42.1435,10.9394, 0.0875691
120.098,43.2964,10.9548, 0.0896753
120.804,41.3635,10.9872, 0.0851488
121.62,42.9116,11.0242, 0.0877654
122.164,44.4992,11.0487, 0.090783
122.811,42.9113,11.0781, 0.0870031
123.111,40.8587,11.0918, 0.0825188
123.89,41.6919,11.1268, 0.0836146
124.309,42.2935,11.1456, 0.0844541
124.818,45.4208,11.1682, 0.0900846
125.46,47.9564,11.1967, 0.0947467
126.125,49.5794,11.2262, 0.0974538
126.897,47.5484,11.2607, 0.0930705
127.605,48.061,11.2921, 0.0936247
127.517,48.5677,11.2882, 0.0943452
