mean_hamming,variance_hamming,mean_euclidean,variance_euclidean
0.501,0.250002,0.501, 0.250002
1.027,0.47227,0.880551, 0.251625
1.454,0.739883,1.09729, 0.249941
1.916,0.990947,1.29717, 0.233344
2.397,1.25539,1.48102, 0.203552
2.88,1.4736,1.6445, 0.175626
3.283,1.75291,1.76205, 0.178175
3.785,2.12478,1.89871, 0.179901
4.279,2.33516,2.0282, 0.165376
4.749,2.43399,2.14404, 0.152098
5.243,2.78796,2.25603, 0.153289
5.681,3.04325,2.35121, 0.152806
6.019,3.12863,2.4241, 0.142715
6.5,3.538,2.51986, 0.150275
6.982,4.00967,2.61179, 0.160527
7.515,4.04976,2.71422, 0.147999
8.071,4.45796,2.8143, 0.150674
8.605,4.61498,2.90856, 0.14528
9.191,5.02051,3.00695, 0.149217
9.608,4.89833,3.07757, 0.13655
10.017,5.3927,3.14226, 0.143203
10.352,5.59211,3.19514, 0.143116
10.738,5.80936,3.25494, 0.143373
11.123,6.03187,3.31342, 0.144243
11.695,6.38598,3.39817, 0.147481
12.179,6.15296,3.47064, 0.13366
12.655,6.296,3.5388, 0.13192
13.101,6.92082,3.59999, 0.141125
13.678,7.09431,3.67954, 0.138968
14.101,7.71682,3.73559, 0.146418
14.557,8.88473,3.79413, 0.161558
15.085,9.39976,3.86266, 0.164881
15.485,9.81578,3.91374, 0.167601
15.974,9.66931,3.97691, 0.158192
16.344,9.73762,4.02348, 0.155566
16.84,10.0564,4.08473, 0.154945
17.333,9.54412,4.14619, 0.142124
17.746,10.0475,4.19523, 0.146015
18.396,10.5752,4.27159, 0.149539
18.66,10.4844,4.30292, 0.144873
19.079,11.2828,4.35061, 0.151175
19.438,11.6541,4.39136, 0.153973
19.927,11.9496,4.44652, 0.155412
20.265,12.2668,4.48418, 0.157137
20.444,11.7268,4.50508, 0.14824
20.882,11.2581,4.55453, 0.138209
21.17,12.0731,4.58518, 0.146126
21.566,12.6216,4.62782, 0.149283
22.142,13.1518,4.68941, 0.151456
22.42,14.7236,4.7172, 0.168056
22.886,14.601,4.76699, 0.161892
23.236,15.2963,4.80316, 0.165698
23.82,15.0896,4.86409, 0.160649
24.282,14.6185,4.91214, 0.152923
24.462,15.2006,4.92991, 0.158048
24.691,15.0415,4.9535, 0.153953
24.811,14.1973,4.96661, 0.143793
25.203,14.5058,5.00593, 0.143693
25.779,14.6681,5.06335, 0.141545
26.111,14.6927,5.09624, 0.139362
26.7,16.33,5.15237, 0.153104
27.26,16.8144,5.20642, 0.153256
27.731,17.1046,5.25143, 0.153533
28.154,16.6423,5.29217, 0.147004
28.559,16.8705,5.33038, 0.146183
29.238,17.8953,5.39319, 0.151667
29.705,18.814,5.43578, 0.157381
30.083,19.4002,5.47004, 0.161791
30.378,19.8871,5.4967, 0.164343
30.724,20.6878,5.52776, 0.167892
31.182,18.3849,5.57087, 0.147466
31.577,17.4601,5.60701, 0.138579
31.934,16.6116,5.63948, 0.130414
32.368,16.4806,5.67808, 0.127563
32.802,17.8388,5.71536, 0.136815
33.095,17.8999,5.74094, 0.136732
33.294,19.0355,5.75762, 0.14401
33.527,19.4073,5.77772, 0.145122
33.575,19.1744,5.78205, 0.143056
33.647,17.9304,5.78902, 0.134394
34.129,15.9343,5.83197, 0.117237
34.393,15.9866,5.85456, 0.117267
34.635,15.3398,5.87564, 0.111944
34.829,15.5218,5.89211, 0.112175
35.206,15.2435,5.92422, 0.109748
35.472,14.3492,5.94735, 0.101211
35.704,14.7484,5.96668, 0.102799
36.323,15.2807,6.01808, 0.105852
36.794,15.2296,6.05729, 0.103359
37.156,15.6976,6.08692, 0.105497
37.427,16.0867,6.10899, 0.107363
37.545,15,6.11928, 0.0995129
37.76,15.1904,6.13677, 0.100222
38.208,16.8226,6.17237, 0.110061
38.371,15.2794,6.1864, 0.0996096
38.762,15.9434,6.21763, 0.103258
38.988,15.4178,6.23608, 0.0994855
39.211,15.4665,6.25395, 0.0991983
39.653,15.3806,6.28935, 0.0972927
39.92,16.8116,6.30986, 0.105809
40.215,16.6868,6.33335, 0.103932
40.602,17.1156,6.36367, 0.105935
40.802,17.1068,6.37938, 0.105688
41.066,18.0416,6.39964, 0.110857
41.642,18.9818,6.44421, 0.114368
42.172,19.5764,6.48501, 0.116909
42.363,20.9012,6.49903, 0.125733
42.813,20.86,6.53363, 0.124892
43.299,21.2536,6.57066, 0.125589
43.854,20.6187,6.61321, 0.119606
43.929,19.974,6.61922, 0.115161
44.17,20.2831,6.63736, 0.115692
44.348,19.5049,6.65109, 0.111106
44.619,18.7398,6.67183, 0.105836
44.865,18.6568,6.69029, 0.105182
45.382,18.928,6.72876, 0.106045
45.75,19.4375,6.75589, 0.108021
45.962,19.7385,6.7715, 0.109004
46.456,19.2321,6.80819, 0.104794
46.574,18.9985,6.81692, 0.103813
46.629,19.3714,6.82082, 0.105653
47.048,19.7157,6.85134, 0.107297
47.505,19.03,6.88493, 0.102833
47.803,18.3422,6.90686, 0.0984994
48.286,18.6262,6.94171, 0.0987822
48.49,18.5639,6.95648, 0.0975577
48.874,18.204,6.98423, 0.0946434
49.022,19.2475,6.99445, 0.0997521
49.315,18.2517,7.01581, 0.0935719
49.515,19.4818,7.02962, 0.0996016
49.598,20.7444,7.03508, 0.105823
49.725,20.3754,7.04427, 0.103414
50.497,21.246,7.09862, 0.106751
50.808,21.4951,7.12041, 0.107805
50.956,23.376,7.13015, 0.117
51.035,23.8518,7.13555, 0.119157
51.117,23.9593,7.14124, 0.119945
51.122,25.4331,7.14104, 0.127646
51.542,25.706,7.17035, 0.128261
51.766,26.7393,7.18564, 0.132774
51.708,27.7469,7.18127, 0.137508
52.033,27.8619,7.20388, 0.137177
51.921,27.9688,7.19607, 0.137582
51.831,27.1825,7.1901, 0.133585
52.044,28.0881,7.20469, 0.136523
52.277,28.5223,7.22072, 0.138186
52.459,28.4805,7.23338, 0.137287
52.755,28.9189,7.25374, 0.138188
53.234,29.8052,7.28646, 0.141631
53.409,29.5077,7.29859, 0.139691
53.666,26.9183,7.31705, 0.126859
53.969,25.346,7.33827, 0.118915
54.466,25.9868,7.37192, 0.120975
54.594,26.6312,7.3804, 0.12382
54.483,27.2977,7.37266, 0.126957
54.935,27.3828,7.40328, 0.126451
55.025,29.6964,7.40872, 0.135843
55.274,31.8809,7.4249, 0.144785
55.436,31.3959,7.43595, 0.142559
55.347,28.4006,7.43089, 0.128791
55.581,31.2275,7.44581, 0.140891
55.796,29.6904,7.46071, 0.133862
56.122,30.4311,7.48238, 0.135994
56.34,31.3844,7.49666, 0.140028
56.788,31.971,7.52634, 0.142161
56.68,34.3696,7.51842, 0.153372
56.759,36.7189,7.52296, 0.164014
56.6,38.9121,7.51173, 0.17381
56.887,41.3123,7.53014, 0.183993
57.434,41.5496,7.56642, 0.183292
57.77,44.7352,7.58775, 0.196034
57.552,45.5133,7.57316, 0.199127
57.947,46.4762,7.59898, 0.202425
58.151,49.2402,7.61163, 0.214114
58.251,51.016,7.61777, 0.220675
58.466,52.0728,7.63164, 0.224126
58.491,51.4479,7.63345, 0.221511
58.496,54.0919,7.63305, 0.23254
58.949,54.1744,7.66271, 0.23207
59.237,51.4768,7.68231, 0.219147
59.589,49.7861,7.70567, 0.211781
59.981,53.1266,7.73019, 0.22517
60.685,54.2398,7.77544, 0.227592
60.951,53.2065,7.79283, 0.222839
61.41,52.942,7.82236, 0.220724
61.484,52.6058,7.82724, 0.21829
61.604,52.4612,7.83502, 0.216656
61.898,53.2236,7.85361, 0.218951
62.54,51.2404,7.89503, 0.208613
62.435,51.0318,7.88846, 0.20733
62.32,49.7216,7.88151, 0.201967
