mean_hamming,variance_hamming,mean_euclidean,variance_euclidean
0.499,0.250002,0.499, 0.250002
0.977,0.49847,0.83758, 0.275455
1.453,0.701786,1.10752, 0.226398
1.949,0.944402,1.32025, 0.205912
2.405,1.19097,1.49317, 0.175415
2.917,1.47611,1.66157, 0.156179
3.477,1.85347,1.82046, 0.162932
3.959,2.07733,1.95055, 0.15434
4.459,2.54632,2.07259, 0.163346
4.905,2.73197,2.17981, 0.153398
5.411,2.75808,2.29639, 0.137563
5.972,2.96921,2.41689, 0.130599
6.542,3.36622,2.53112, 0.135379
7.084,3.52296,2.63706, 0.129872
7.428,3.9928,2.69953, 0.140509
7.85,4.0615,2.77742, 0.135911
8.376,3.96462,2.87265, 0.123833
8.88,4.69959,2.95679, 0.137381
9.468,4.91498,3.05501, 0.134935
10.099,4.8292,3.158, 0.126055
10.557,5.41675,3.22833, 0.134889
11.14,6.1124,3.31602, 0.144038
11.644,6.24927,3.39138, 0.142548
12.109,6.32312,3.46007, 0.136945
12.653,6.35661,3.53848, 0.132209
13.236,6.0163,3.62167, 0.119568
13.655,5.724,3.68036, 0.109983
14.12,5.86959,3.74321, 0.108428
14.671,6.33877,3.81556, 0.112504
15.206,6.34556,3.88557, 0.108335
15.765,6.26578,3.95749, 0.103231
16.291,6.1343,4.02413, 0.0973172
16.842,6.73103,4.09123, 0.103819
17.357,7.03554,4.15348, 0.105548
17.887,7.53823,4.21638, 0.109119
18.364,8.01947,4.27215, 0.112732
19.005,8.24699,4.34656, 0.112414
19.457,9.03815,4.39725, 0.121167
19.924,9.49024,4.4497, 0.12414
20.513,9.62379,4.51562, 0.122158
21.06,9.9724,4.57569, 0.123112
21.573,10.5766,4.63098, 0.127016
22.013,11.1348,4.67775, 0.131638
22.677,11.6347,4.74812, 0.132391
23.32,12.1276,4.81507, 0.135133
23.863,13.4662,4.86988, 0.147265
24.143,13.5686,4.89879, 0.144915
24.588,14.2662,4.94345, 0.150375
25.092,14.7455,4.99406, 0.151395
25.6,15.444,5.04423, 0.155769
26.222,16.1607,5.10515, 0.15955
26.64,16.3044,5.14607, 0.158099
26.994,16.216,5.18068, 0.154738
27.37,17.2951,5.21609, 0.162539
27.784,18.4694,5.25478, 0.171382
28.324,19.493,5.30535, 0.17732
28.95,19.9095,5.36393, 0.178283
29.378,20.3731,5.40358, 0.179313
29.923,18.7371,5.45535, 0.162184
30.328,18.8464,5.49245, 0.16107
30.834,19.5663,5.53797, 0.164894
31.254,21.4255,5.5745, 0.178978
31.839,21.0031,5.62737, 0.171794
32.493,20.696,5.68587, 0.163942
33.201,20.6366,5.74815, 0.159828
33.819,19.6762,5.80258, 0.14918
34.378,18.4851,5.85162, 0.136696
34.687,18.107,5.87834, 0.132349
34.993,18.837,5.90395, 0.136466
35.485,20.0698,5.94485, 0.143867
35.763,19.0668,5.96888, 0.135523
36.36,19.8644,6.01839, 0.139055
36.798,19.6872,6.05499, 0.135184
37.011,19.9069,6.07254, 0.135285
37.406,19.1712,6.10548, 0.129173
37.853,19.8314,6.14173, 0.132269
38.512,19.7799,6.19534, 0.12992
39.063,18.543,6.24049, 0.11943
39.692,19.3031,6.29037, 0.123373
40.287,19.2046,6.33774, 0.120281
40.615,18.6588,6.3639, 0.115973
41.148,20.1061,6.40508, 0.12316
