mean_hamming,variance_hamming,mean_euclidean,variance_euclidean
0.923,0.0710707,0.923, 0.0710707
1.814,0.157405,1.3354, 0.0306737
2.718,0.248477,1.6402, 0.0277308
3.609,0.38012,1.89136, 0.0317405
4.524,0.467419,2.11996, 0.0297933
5.414,0.5466,2.32072, 0.0282411
6.287,0.66263,2.50158, 0.0290818
7.172,0.75042,2.67276, 0.0282694
8.045,0.862975,2.8313, 0.0286284
8.94,0.978401,2.98512, 0.0290408
9.793,1.12815,3.12455, 0.030264
10.799,1.1586,3.28191, 0.028124
11.687,1.22503,3.41461, 0.0275081
12.601,1.3818,3.5457, 0.0290018
13.586,1.4226,3.68219, 0.0275545
14.535,1.36678,3.80927, 0.0245505
15.415,1.53278,3.92289, 0.0259293
16.324,1.56103,4.03723, 0.0247386
17.226,1.64093,4.14745, 0.024605
18.055,1.81999,4.24607, 0.0259099
18.853,1.92739,4.33899, 0.0261637
19.73,1.95311,4.439, 0.0252144
20.702,1.96719,4.54728, 0.024213
21.631,2.05083,4.64831, 0.0241615
22.49,2.0819,4.73988, 0.0235085
23.343,2.24335,4.82892, 0.0244739
24.283,2.45691,4.92516, 0.0258278
25.19,2.40191,5.01656, 0.0242879
26.102,2.66359,5.10648, 0.0259812
26.907,2.91235,5.18455, 0.027585
27.773,3.01747,5.26741, 0.0275793
28.794,3.11356,5.36345, 0.0275513
29.676,3.03302,5.4452, 0.0259592
30.608,3.27434,5.53, 0.0271801
31.506,3.33197,5.61064, 0.0268526
32.36,3.42641,5.68623, 0.0269583
33.167,3.64909,5.75666, 0.02793
34.047,3.82478,5.83255, 0.0284342
35.08,3.8836,5.92047, 0.0280459
35.967,4.0059,5.9949, 0.0281428
36.818,4.0109,6.06552, 0.0275095
37.713,4.57862,6.1386, 0.0306984
38.555,4.70497,6.20681, 0.0308621
39.389,4.90568,6.27358, 0.0314635
40.119,5.35284,6.33133, 0.0336694
40.855,5.80797,6.38902, 0.0357812
41.814,6.3474,6.46345, 0.0381993
42.843,6.38834,6.54261, 0.0374759
43.586,6.51664,6.59915, 0.0374391
44.296,7.07439,6.65254, 0.0398812
45.164,7.55912,6.71732, 0.0417705
46.053,7.69421,6.78318, 0.0416149
47.063,7.789,6.85723, 0.0413543
47.841,7.23773,6.91398, 0.0379131
48.59,7.18391,6.96799, 0.0370284
49.523,7.20948,7.03468, 0.0364341
50.306,7.14838,7.09018, 0.0355532
51.285,7.07578,7.15896, 0.0345409
52.194,6.75636,7.22232, 0.0324823
53.15,6.4035,7.28835, 0.0301966
54.088,6.57627,7.35238, 0.0304541
54.812,6.58462,7.40149, 0.0301054
55.806,6.65236,7.46834, 0.0298808
56.639,6.0527,7.5241, 0.0267688
57.401,5.95022,7.57463, 0.0259029
58.242,6.31142,7.62986, 0.0270679
59.282,6.7465,7.69762, 0.0283972
60.231,6.67164,7.75907, 0.0276145
60.939,6.92528,7.80452, 0.0282929
61.829,6.95375,7.86135, 0.0279966
62.6,6.83998,7.91029, 0.0271939
63.359,7.44011,7.95799, 0.0292544
64.206,7.64556,8.01101, 0.0296723
65.145,8.33797,8.06926, 0.03191
65.824,8.27303,8.11128, 0.031259
66.683,8.52649,8.16405, 0.0317243
67.618,8.74607,8.22109, 0.0321156
68.562,9.39415,8.27819, 0.0340029
69.432,9.94738,8.33048, 0.0354706
70.514,10.0198,8.39518, 0.0351843
71.363,9.59123,8.44571, 0.033299
72.223,10.0313,8.4964, 0.0344146
73.018,9.53767,8.54318, 0.0324017
73.994,9.90197,8.60005, 0.0331575
74.808,9.31313,8.64738, 0.0308766
75.722,9.21473,8.70011, 0.030185
76.501,8.96399,8.74481, 0.0290791
77.363,8.98523,8.79397, 0.0288267
78.392,9.06233,8.85229, 0.0287301
79.451,9.74561,8.9118, 0.0305008
80.462,10.1125,8.96829, 0.0313131
81.386,9.927,9.01972, 0.0303726
82.199,9.55938,9.06475, 0.0289518
