mean_hamming,variance_hamming,mean_euclidean,variance_euclidean
1,0,1, 0
1.97,0.0591002,1.39298, 0.0295497
2.938,0.120157,1.70936, 0.016098
3.896,0.205186,1.96871, 0.0201782
4.826,0.325722,2.192, 0.0211777
5.756,0.460466,2.39409, 0.0242524
6.666,0.644442,2.5763, 0.0286962
7.524,0.853416,2.73701, 0.0325821
8.342,1.10704,2.88186, 0.0368765
9.144,1.45927,3.01653, 0.0445371
9.966,1.67885,3.14952, 0.046578
10.762,2.05535,3.27257, 0.0523448
11.512,2.56984,3.38397, 0.0607538
12.252,2.80849,3.49148, 0.0616682
13.084,2.94495,3.60886, 0.0600997
13.726,3.39294,3.69608, 0.065075
14.42,3.7996,3.78828, 0.0688442
15.126,4.20812,3.87986, 0.0727757
15.822,4.36832,3.96864, 0.0717452
16.534,4.82284,4.05681, 0.0763984
17.126,5.34813,4.12849, 0.0813928
17.676,5.94303,4.19382, 0.0879829
18.29,6.77189,4.26534, 0.0967225
18.986,7.57578,4.34525, 0.104879
19.672,8.16447,4.42301, 0.108838
20.25,8.7575,4.4872, 0.115136
20.868,9.09457,4.55566, 0.113887
21.386,8.93097,4.61283, 0.107888
22.028,9.73522,4.68138, 0.112606
22.476,9.66142,4.72935, 0.109312
22.992,9.70395,4.78374, 0.107833
23.66,9.72437,4.85337, 0.104803
24.282,10.3125,4.9167, 0.108156
24.87,10.6791,4.97605, 0.108953
25.32,11.5056,5.0204, 0.115683
25.964,12.4467,5.0835, 0.122104
26.388,12.8415,5.12489, 0.123618
26.936,12.3639,5.17875, 0.116559
27.32,12.0656,5.21624, 0.111037
27.816,11.9581,5.26384, 0.107952
28.314,12.1974,5.31094, 0.108135
28.822,11.4323,5.35929, 0.0999177
29.038,12.1625,5.37883, 0.10648
29.586,10.9927,5.43058, 0.0947046
29.844,12.1596,5.45346, 0.103997
30.206,12.1295,5.48664, 0.102696
30.666,13.1483,5.52788, 0.108876
31.154,13.7363,5.57152, 0.112084
31.442,12.2566,5.59852, 0.0988653
31.654,11.9163,5.61767, 0.0956586
31.95,12.5575,5.64355, 0.100599
32.362,13.9369,5.6791, 0.109818
32.868,13.8706,5.72364, 0.108176
33.302,13.1969,5.76206, 0.100609
33.78,13.8075,5.8031, 0.104178
34.182,15.1389,5.83685, 0.113274
34.55,15.1855,5.86838, 0.112239
34.796,14.9104,5.88966, 0.107891
35.074,16.1265,5.91255, 0.115866
35.432,15.8213,5.94303, 0.112559
35.714,16.2942,5.96651, 0.114978
35.97,16.0751,5.98812, 0.112524
36.24,15.9744,6.01079, 0.110595
36.37,16.4591,6.02128, 0.114304
36.604,14.8033,6.04169, 0.102264
36.828,14.8825,6.06024, 0.101707
36.838,15.5298,6.0607, 0.106025
36.972,15.0472,6.07204, 0.102469
37.094,14.8511,6.08225, 0.100409
37.242,14.4695,6.09465, 0.0974768
37.826,14.7297,6.14233, 0.0978637
37.768,15.7062,6.13713, 0.103864
37.826,15.4977,6.14196, 0.10249
38.086,15.2526,6.16326, 0.10052
38.28,15.6016,6.1788, 0.102561
38.33,16.3911,6.1824, 0.108158
38.768,17.6822,6.21716, 0.115105
39.27,16.2312,6.25827, 0.104258
39.502,16.256,6.2768, 0.103906
39.8,16.496,6.30043, 0.104808
40.16,16.3344,6.32905, 0.103298
40.458,17.7703,6.35191, 0.111424
40.742,16.6174,6.37485, 0.10352
40.982,17.1596,6.39339, 0.10678
41.094,17.3631,6.40212, 0.107015
41.22,18.2795,6.4116, 0.111745
41.414,18.2407,6.42675, 0.111037
41.482,19.2077,6.43159, 0.11696
41.61,18.9999,6.44165, 0.115173
41.574,18.1186,6.43927, 0.110087
42.012,19.0239,6.4728, 0.114921
42.312,19.8868,6.49555, 0.12003
42.548,18.8597,6.51426, 0.112391
42.862,18.589,6.53852, 0.10991
42.954,18.3779,6.54569, 0.108101
42.966,17.9349,6.54685, 0.105028
43.012,19.9598,6.54947, 0.116578
43.15,19.7535,6.56012, 0.115093
43.192,18.7231,6.5638, 0.108605
43.216,19.9213,6.56517, 0.114889
43.536,19.9687,6.58945, 0.115397
43.466,19.8228,6.58414, 0.115346
43.638,21.669,6.59638, 0.125807
43.794,24.0576,6.60722, 0.138836
44.1,25.9741,6.62959, 0.148541
44.47,26.3911,6.65731, 0.150545
44.248,23.9465,6.64162, 0.136947
44.494,24.9679,6.65975, 0.141895
44.84,24.2943,6.68607, 0.13658
45.238,23.9193,6.71604, 0.133026
45.66,22.5564,6.74801, 0.124351
45.682,21.8229,6.75, 0.119678
45.836,20.5011,6.76193, 0.11224
45.826,20.1818,6.76132, 0.110763
45.46,20.2604,6.73407, 0.112334
45.632,21.7526,6.74623, 0.120577
45.772,21.8679,6.75655, 0.121059
45.828,21.5464,6.76084, 0.119337
46.052,20.9093,6.77767, 0.115273
46.022,20.0034,6.77583, 0.110308
45.926,21.1865,6.76826, 0.116789
46.098,20.2904,6.78138, 0.11117
46.09,21.7519,6.78014, 0.119674
46.106,22.4728,6.78104, 0.123686
45.906,22.8873,6.76605, 0.126678
46.224,25.4698,6.78851, 0.140371
46.236,27.0324,6.78882, 0.147971
46.398,24.9176,6.80165, 0.135754
46.534,23.5708,6.81221, 0.127832
46.77,24.2592,6.8293, 0.130978
46.628,24.3496,6.81882, 0.13165
46.794,24.5736,6.8309, 0.133088
46.664,24.9031,6.82113, 0.136212
46.972,23.7272,6.84429, 0.127991
46.836,23.1652,6.83462, 0.124095
46.758,23.1495,6.82892, 0.124118
47.07,24.0151,6.85147, 0.127432
46.828,22.0025,6.83452, 0.117547
46.95,21.2015,6.84374, 0.113267
47.016,21.8797,6.84837, 0.116003
47.054,22.329,6.85097, 0.118237
47.156,24.1676,6.85776, 0.127376
47.022,23.3874,6.84824, 0.12363
47.074,21.4745,6.8528, 0.113301
47.184,21.6782,6.86073, 0.11437
47.33,22.4591,6.87109, 0.118371
47.374,21.9202,6.87446, 0.115859
47.552,22.5914,6.88715, 0.11926
47.548,22.8117,6.88678, 0.120397
47.396,23.0194,6.87563, 0.121858
47.638,22.517,6.89341, 0.118879
47.692,21.9692,6.89762, 0.115053
47.824,23.313,6.90667, 0.121888
47.952,20.3177,6.9171, 0.105987
48.098,21.9344,6.92702, 0.114421
48.306,23.3345,6.94154, 0.121292
48.27,23.3913,6.93891, 0.121545
48.192,22.9871,6.93344, 0.119623
48.354,22.4827,6.94533, 0.116352
48.304,21.9396,6.94188, 0.114476
48.372,21.4776,6.94696, 0.111805
48.496,19.682,6.95658, 0.102135
48.436,20.498,6.9519, 0.107071
48.634,20.1861,6.96633, 0.104446
48.598,19.5784,6.96398, 0.101055
48.742,19.6695,6.97434, 0.100761
48.724,20.748,6.97257, 0.107181
49.004,20.296,6.99278, 0.105332
48.994,20.452,6.99204, 0.105392
49.24,21.7504,7.00917, 0.111711
49.252,20.3365,7.01055, 0.10422
49.31,20.36,7.01471, 0.104
49.376,20.8186,7.01922, 0.10651
49.428,20.4648,7.02308, 0.104582
49.29,21.9199,7.01271, 0.111913
49.202,20.4792,7.007, 0.104164
49.386,20.519,7.02014, 0.103662
49.484,19.3578,7.0275, 0.0984832
49.498,20.524,7.02805, 0.104479
49.752,20.2665,7.04622, 0.10302
49.816,20.9981,7.05048, 0.1067
49.74,21.0044,7.0451, 0.106803
49.936,21.4679,7.05882, 0.108975
49.946,21.6491,7.05944, 0.110544
49.926,24.8105,7.0568, 0.12753
49.812,23.2125,7.04939, 0.11841
49.928,22.0668,7.05807, 0.111592
50.314,22.6414,7.08522, 0.113902
50.512,21.9459,7.09942, 0.110217
50.21,22.44,7.0779, 0.113496
50.094,23.9512,7.06914, 0.121238
50.28,21.2336,7.08327, 0.107564
50.402,20.6864,7.09205, 0.104858
50.46,23.3163,7.0952, 0.118341
50.432,22.4213,7.0935, 0.114321
50.362,25.7689,7.08738, 0.131321
50.298,25.1672,7.08306, 0.128354
50.43,26.1311,7.09212, 0.132073
50.218,26.4805,7.07697, 0.134581
50.154,29.5083,7.0714, 0.149568
50.236,27.8404,7.0778, 0.140681
49.872,27.0316,7.0523, 0.137443
49.96,28.8065,7.05788, 0.146399
50.004,28.464,7.06119, 0.143949
50.156,27.7516,7.07227, 0.139026
50.314,29.5374,7.08287, 0.147237
50.262,29.8273,7.079, 0.149865
50.434,30.5596,7.09092, 0.153123
50.58,29.5516,7.10158, 0.147636
50.674,30.8778,7.10775, 0.154132
50.682,31.0789,7.10825, 0.154879
50.868,30.1426,7.12166, 0.150236
51.024,30.1674,7.13264, 0.1494
