mean_hamming,variance_hamming,mean_euclidean,variance_euclidean
0.592,0.241535,0.592, 0.241535
1.133,0.485313,0.946716, 0.23672
1.687,0.731029,1.22005, 0.19846
2.247,0.953996,1.44013, 0.173018
2.89,1.1079,1.66255, 0.125912
3.544,1.29406,1.85509, 0.10262
4.097,1.74359,1.99355, 0.122763
4.65,1.80351,2.13087, 0.109389
5.339,2.12208,2.28703, 0.108456
5.901,2.38518,2.40643, 0.110073
6.5,2.59,2.52844, 0.106947
7.065,2.93878,2.63688, 0.111797
7.714,2.9242,2.75901, 0.101827
8.331,3.05944,2.86941, 0.097434
8.904,3.25878,2.96782, 0.0960324
9.502,3.60999,3.06628, 0.0999292
10.141,3.55712,3.17013, 0.0912929
10.878,3.52712,3.28564, 0.082625
11.481,4.02364,3.37523, 0.088861
12.058,4.09665,3.45997, 0.0866301
12.753,4.13799,3.55955, 0.0826746
13.36,4.6324,3.643, 0.0886281
14.007,4.84295,3.73062, 0.0894511
14.681,4.56925,3.8211, 0.0802113
15.27,4.7171,3.89759, 0.0788122
15.869,5.41984,3.97262, 0.0873005
16.457,5.89614,4.04538, 0.0919017
17.151,6.17817,4.13019, 0.0925716
17.74,6.15238,4.20133, 0.0888494
18.338,5.85776,4.27277, 0.0814218
19.018,6.45967,4.35102, 0.0866022
19.664,7.05108,4.4241, 0.0913206
20.356,7.58326,4.50132, 0.0941172
20.908,7.69155,4.56237, 0.0927271
21.335,7.72879,4.60907, 0.0914431
22.07,8.36109,4.68763, 0.096134
22.817,7.98951,4.76734, 0.0894708
23.397,8.1934,4.82784, 0.0889727
23.956,7.97007,4.88583, 0.0846518
24.654,7.58029,4.9574, 0.0781985
25.259,7.66193,5.01817, 0.077047
25.797,7.70778,5.07159, 0.0760942
26.474,8.14734,5.1376, 0.0791822
26.999,7.88299,5.18887, 0.0747031
27.633,8.11431,5.2496, 0.0748475
28.202,8.78319,5.30311, 0.0791624
28.79,9.60589,5.3577, 0.0851549
29.302,9.76084,5.40526, 0.0853221
29.991,9.92493,5.46873, 0.0841705
30.515,9.62376,5.51678, 0.0802898
31.049,10.6446,5.56431, 0.0875546
31.569,10.0233,5.61142, 0.0811085
32.137,10.0582,5.66192, 0.0797059
32.998,10.556,5.73731, 0.0813498
33.471,11.7232,5.77769, 0.0893522
34.219,12.029,5.84206, 0.0894168
34.812,12.3026,5.89258, 0.0895848
35.467,12.9189,5.94769, 0.0920192
36.053,12.1622,5.99729, 0.0855963
36.654,12.3683,6.04721, 0.0852838
37.184,12.3021,6.091, 0.0839078
37.888,13.4854,6.14799, 0.0904523
38.692,13.2491,6.21334, 0.0866937
39.208,14.9866,6.25388, 0.0971909
39.681,15.0553,6.29165, 0.0963937
40.222,15.6567,6.33437, 0.098179
40.643,15.7176,6.36752, 0.0980314
41.093,14.6303,6.40333, 0.0907017
41.519,14.4977,6.43662, 0.0893024
42.16,14.9504,6.48611, 0.090711
42.879,14.2124,6.54177, 0.0846131
43.421,13.8517,6.58325, 0.0819437
43.963,12.0876,6.62518, 0.0701611
44.504,12.444,6.66579, 0.0712964
45.274,13.0429,6.72317, 0.0731585
45.783,13.4599,6.76079, 0.074784
46.177,14.4897,6.7895, 0.0796632
46.845,16.231,6.83792, 0.0879418
47.439,16.9702,6.881, 0.0908589
48.131,18.7218,6.93054, 0.0987615
48.467,19.3189,6.95455, 0.10128
49.141,18.7311,7.00319, 0.0963831
49.914,18.9046,7.05822, 0.0956082
50.355,19.475,7.08926, 0.0975025
51.142,21.2218,7.14404, 0.10484
51.711,19.9655,7.18427, 0.0974422
52.423,20.2541,7.23365, 0.0973996
53.083,19.8602,7.27936, 0.0939954
53.419,19.3135,7.30264, 0.0906065
54.323,19.9446,7.36416, 0.0923174
54.677,20.5327,7.38801, 0.0944659
55.176,19.8731,7.42199, 0.09023
