mean_hamming,variance_hamming,mean_euclidean,variance_euclidean
0.18,0.1476,0.18, 0.1476
0.397,0.335393,0.368882, 0.260928
0.621,0.507362,0.544759, 0.324238
0.854,0.674677,0.709548, 0.350539
1.082,0.893269,0.843293, 0.370853
1.265,1.09478,0.934555, 0.3916
1.437,1.29203,1.01747, 0.401742
1.665,1.51677,1.12345, 0.402855
1.868,1.65657,1.21777, 0.385035
1.988,1.72786,1.26878, 0.378185
2.165,1.88177,1.34754, 0.349141
2.363,1.87723,1.42987, 0.318451
2.564,1.9779,1.50476, 0.299691
2.812,2.17066,1.59201, 0.277486
2.934,2.36164,1.6253, 0.292402
3.181,2.47423,1.70808, 0.263453
3.349,2.74522,1.75507, 0.268722
3.623,2.78088,1.83512, 0.255342
3.855,2.90798,1.90313, 0.233088
4.031,3.14605,1.94487, 0.248463
4.185,3.47477,1.98041, 0.262951
4.396,3.43717,2.0394, 0.236852
4.552,3.47328,2.07868, 0.231091
4.664,3.64709,2.10683, 0.225261
4.846,4.13229,2.14293, 0.253846
4.997,4.59499,2.17387, 0.271262
5.254,4.55148,2.23655, 0.251792
5.57,4.9351,2.30718, 0.246915
5.911,5.15907,2.38074, 0.243059
6.052,5.01732,2.41261, 0.231305
6.256,5.37646,2.45257, 0.24089
6.447,5.77517,2.48991, 0.247305
6.757,6.39997,2.54887, 0.260227
6.954,6.1219,2.59136, 0.238808
7.091,6.4607,2.61611, 0.246933
7.265,6.87279,2.64719, 0.257355
7.503,7.44999,2.69007, 0.266463
7.748,7.77847,2.73429, 0.27164
8.032,7.81495,2.78786, 0.259806
8.292,7.85278,2.83555, 0.251619
8.571,7.30696,2.88871, 0.226339
8.95,7.62751,2.95324, 0.228366
9.039,8.37748,2.96562, 0.244085
9.261,9.00489,3.00154, 0.251739
9.375,8.72637,3.02231, 0.240607
9.485,9.25377,3.03892, 0.249953
9.681,9.74926,3.06934, 0.260152
9.737,10.3258,3.07667, 0.271079
9.908,11.4395,3.1013, 0.289906
10.314,11.9674,3.16558, 0.293086
10.411,12.2001,3.18037, 0.296257
10.596,12.8748,3.20734, 0.308985
10.628,12.2776,3.21466, 0.293942
10.959,12.2894,3.26647, 0.289167
10.979,11.5905,3.27268, 0.268608
11.229,10.8326,3.31421, 0.245
11.414,11.2746,3.34139, 0.249108
11.798,11.7592,3.39816, 0.250517
11.866,10.7281,3.41111, 0.23038
12.052,10.8374,3.43875, 0.227
12.263,11.2078,3.4686, 0.231818
12.519,11.2916,3.50576, 0.228697
12.878,11.6691,3.55642, 0.229937
13.114,12.177,3.58907, 0.232603
13.304,12.4816,3.61483, 0.237046
13.787,12.0716,3.68297, 0.222748
13.971,11.8842,3.70865, 0.21692
14.054,11.3451,3.72118, 0.206817
14.379,11.4034,3.76523, 0.202042
14.583,11.1031,3.7931, 0.195387
14.721,11.4471,3.8103, 0.202639
14.927,10.9257,3.83871, 0.191368
15.32,9.61959,3.89297, 0.164766
15.335,9.8308,3.89463, 0.166864
15.503,9.48797,3.91711, 0.159304
15.616,8.75655,3.93289, 0.148349
15.871,8.39635,3.96624, 0.139992
15.923,9.04309,3.97141, 0.15095
16.024,9.23742,3.98386, 0.152836
16.347,9.4106,4.0243, 0.152026
16.521,9.0576,4.04677, 0.144692
16.767,8.96071,4.07766, 0.139689
16.914,9.1986,4.09528, 0.142667
