1,0
1.697,0.211192
2.185,0.746779
2.494,1.47397
2.722,2.22672
2.871,3.15235
3.059,4.05353
3.164,5.09912
3.162,5.28775
3.175,5.54039
3.116,5.34656
3.161,5.40908
3.239,5.50989
3.241,5.65891
3.206,5.69355
3.155,5.37097
3.104,5.40114
3.003,4.76099
3.009,4.67892
2.908,4.22754
